,rank,term,p-value,zscore,combined_score,overlap_genes,q-value,7,8,library
0,1,Mouse 168 L2/3 IT ENTl down,0.0015592980285038128,14.272270114942529,92.2490967783819,"['LUZP1', 'FRRS1L', 'SCG5']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
1,2,Mouse 80 Sst down,0.0020419315060168624,34.090753424657535,211.1533234069638,"['NCAM2', 'GPM6B']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
2,3,Mouse 361 Oligo down,0.002102392485758224,3.2408211943095666,19.978623343896107,"['PPP1R2', 'AHCYL1', 'ATPIF1', 'SCG5', 'ADAM22', 'PDE4DIP', 'SERINC1', 'SRCIN1', 'YWHAG', 'CCAR1']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
3,4,Human Inh L5-6 PVALB KCNIP2 down,0.0022766302326294946,32.08380338436744,195.2318332475365,"['NCAM2', 'GPM6B']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
4,5,Human Oligo L3-6 OPALIN ENPP6 down,0.0023785115064100617,3.415329768270945,20.63296480371696,"['PIK3CA', 'ATPIF1', 'CRYZL1', 'SCG5', 'ADAM22', 'UBXN7', 'PDE4DIP', 'SERINC1', 'YWHAG']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
5,6,Mouse 360 OPC down,0.0025392679385409923,3.1529333665255996,18.84154972064514,"['PPP1R2', 'AHCYL1', 'ATXN1', 'FRRS1L', 'ATPIF1', 'SCG5', 'ADAM22', 'PDE4DIP', 'SERINC1', 'YWHAG']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
6,7,Mouse 366 Oligo down,0.002845680399110203,3.320437196391395,19.464247063266537,"['PPP1R2', 'AHCYL1', 'PIK3CA', 'ATPIF1', 'ADAM22', 'PDE4DIP', 'SERINC1', 'YWHAG', 'CCAR1']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
7,8,Mouse 82 Sst down,0.003053162581007562,27.267123287671232,157.91965264488547,"['NCAM2', 'GPM6B']",0.09617462130173819,0,0,AllenBrainAtlas10xscRNA2021
8,9,Mouse 379 PVM up,0.0037531583684337314,10.3359375,57.72783948740414,"['GRN', 'GNG5', 'B2M']",0.10508843431614448,0,0,AllenBrainAtlas10xscRNA2021
9,10,Mouse 54 Vip down,0.004601091369926789,6.358148893360161,34.21613506594345,"['FRRS1L', 'PDE4DIP', 'SRCIN1', 'GPM6B']",0.11594750252215508,0,0,AllenBrainAtlas10xscRNA2021
